"Dancers by Audition Number"
"205","2","adèle lefevre","4","last one"
"210","4","amelia porter","2","last one"
"211","4","ülkü alnıaçık","4","last one"
"212","1","emre durak","3","last one"
"213","2","rachel masson","2","last one"
"214","1","sigurd mohamoud","2","last one"
"216","2","ece babacan","2","last one"
"217","3","johanne thomsen","2","last one"
"221","6","ülkü poyrazoğlu","4","last one"
"222","6","maxime ross","4","last one"
"225","5","oscar diaz","4","last one"
"226","1","ellie smith","2","last one"
"227","1","bently white","2","last one"
"228","1","tracey walters","2","last one"
"229","2","johanne madsen","2","last one"
"230","2","jessica garcia","4","last one"
"231","6","magnus christiansen","1","last one"
"232","2","william nielsen","4","last one"
"233","5","alyssa vidal","4","last one"
"234","2","daniel french","1","last one"
"236","5","shelly simmmons","4","last one"
"238","1","calisto rezende","2","last one"
"239","4","valon leroy","4","last one"
"240","2","jack walker","3","last one"
"242","1","felix park","4","last one"
"243","2","melike erbulak","3","last one"
"244","5","tanya mitchelle","4","last one"
"245","1","gregorio saez","1","last one"
"246","1","hatice wiesmann","1","last one"
"249","3","vlado fink","3","last one"
"252","3","johan kristensen","2","last one"
"253","1","jeremy liu","1","last one"
"255","3","katie lewis","1","last one"
"257","3","beau hall","4","last one"
"263","1","samuel brussé","4","last one"
"264","3","olivier macdonald","2","last one"
"265","4","louis walker","1","last one"
"266","2","efe orbay","1","last one"
"268","1","cassandra mercier","2","last one"
"271","1","emily anderson","3","last one"
"274","1","judith philippe","4","last one"
"277","4","lison duval","1","last one"
"278","2","neea heikkila","3","last one"
"279","6","dorothe thormann","3","last one"
"280","6","marli rijkens","2","last one"
"281","2","mikal våge","4","last one"
"282","4","begüm karabulut","2","last one"
"284","1","evan berger","1","last one"
"285","5","اميرعلي قاسمی","3","last one"
"287","1","danny kelley","3","last one"
"292","3","sylwia engels","1","last one"
"293","5","olímpia da rosa","1","last one"
"294","2","aatu arola","1","last one"
"297","2","kris buskens","1","last one"
"300","2","ahmed unger","3","last one"
"Dancers by Pref"
"#","Pref","Name","Desired","Dance Name"
"76","1","billie hernandez","1","last one"
"1","1","مهراد علیزاده","1","last one"
"11","1","onur karabulut","4","last one"
"287","1","danny kelley","3","last one"
"284","1","evan berger","1","last one"
"25","1","magnus poulsen","3","last one"
"26","1","michèle legrand","2","last one"
"274","1","judith philippe","4","last one"
"271","1","emily anderson","3","last one"
"268","1","cassandra mercier","2","last one"
"37","1","dwight ellis","2","last one"
"263","1","samuel brussé","4","last one"
"42","1","karen palmer","1","last one"
"253","1","jeremy liu","1","last one"
"246","1","hatice wiesmann","1","last one"
"245","1","gregorio saez","1","last one"
"242","1","felix park","4","last one"
"58","1","ymkje van heteren","4","last one"
"59","1","josefine poulsen","4","last one"
"69","1","safiye baaten","3","last one"
"7","1","elijah wilson","2","last one"
"238","1","calisto rezende","2","last one"
"96","1","harvey oliver","1","last one"
"228","1","tracey walters","2","last one"
"227","1","bently white","2","last one"
"226","1","ellie smith","2","last one"
"214","1","sigurd mohamoud","2","last one"
"212","1","emre durak","3","last one"
"117","1","dwayne welch","1","last one"
"120","1","alfred watkins","2","last one"
"125","1","ava gagné","2","last one"
"193","1","marta fuentes","3","last one"
"129","1","louis martin","1","last one"
"132","1","brielle mitchell","4","last one"
"133","1","efe atan","4","last one"
"139","1","david barnaby","1","last one"
"181","1","تارا صدر","2","last one"
"180","1","aiden li","3","last one"
"169","1","marianne clark","4","last one"
"167","1","vedat çatalbaş","1","last one"
"2","1","aatu savela","4","last one"
"90","2","gökhan türkdoğan","4","last one"
"229","2","johanne madsen","2","last one"
"95","2","evelyn hall","4","last one"
"40","2","dana howell","3","last one"
"97","2","filino costa","1","last one"
"18","2","james payne","1","last one"
"19","2","suelen fernandes","1","last one"
"103","2","ceyhan bolatlı","4","last one"
"104","2","ken cunningham","4","last one"
"281","2","mikal våge","4","last one"
"108","2","milton grant","3","last one"
"216","2","ece babacan","2","last one"
"111","2","emil pietila","2","last one"
"300","2","ahmed unger","3","last one"
"213","2","rachel masson","2","last one"
"297","2","kris buskens","1","last one"
"243","2","melike erbulak","3","last one"
"205","2","adèle lefevre","4","last one"
"278","2","neea heikkila","3","last one"
"196","2","alice jones","4","last one"
"195","2","agnita haandrikman","2","last one"
"12","2","batur berberoğlu","3","last one"
"294","2","aatu arola","1","last one"
"240","2","jack walker","3","last one"
"131","2","emilio lorenzo","3","last one"
"65","2","david hall","4","last one"
"5","2","flavie meunier","4","last one"
"135","2","emre babacan","4","last one"
"190","2","sofia tuominen","1","last one"
"6","2","ülkü tunaboylu","2","last one"
"266","2","efe orbay","1","last one"
"234","2","daniel french","1","last one"
"144","2","davut erberk","4","last one"
"179","2","nicole arnold","3","last one"
"176","2","lotta kauppila","4","last one"
"171","2","nooa perala","4","last one"
"155","2","layla roberts","4","last one"
"232","2","william nielsen","4","last one"
"85","2","ella manninen","1","last one"
"230","2","jessica garcia","4","last one"
"257","3","beau hall","4","last one"
"162","3","capucine dumas","2","last one"
"15","3","uta glaß","2","last one"
"152","3","edona guerin","4","last one"
"148","3","chris miller","4","last one"
"182","3","beau martin","4","last one"
"194","3","تارا قاسمی","2","last one"
"121","3","brecht van veluw","3","last one"
"32","3","zachary hoffman","1","last one"
"264","3","olivier macdonald","2","last one"
"217","3","johanne thomsen","2","last one"
"292","3","sylwia engels","1","last one"
"255","3","katie lewis","1","last one"
"105","3","daniel morel","4","last one"
"99","3","indie koeman","1","last one"
"92","3","sharon jimenez","2","last one"
"252","3","johan kristensen","2","last one"
"249","3","vlado fink","3","last one"
"46","3","mariama baelemans","4","last one"
"80","3","ceylan gürmen","2","last one"
"48","3","lucas larsen","2","last one"
"61","3","یاسمن نجاتی","1","last one"
"22","4","katie long","4","last one"
"204","4","mago mendes","4","last one"
"35","4","neil smythe","3","last one"
"210","4","amelia porter","2","last one"
"211","4","ülkü alnıaçık","4","last one"
"115","4","sebastian long","2","last one"
"265","4","louis walker","1","last one"
"170","4","nicole rhodes","1","last one"
"41","4","ariane caldeira","2","last one"
"142","4","ethan aubert","1","last one"
"140","4","wolf-dietrich greve","4","last one"
"160","4","su admiraal","1","last one"
"44","4","malthe pedersen","4","last one"
"183","4","charles duval","3","last one"
"101","4","john clarke","2","last one"
"277","4","lison duval","1","last one"
"31","4","craig howard","3","last one"
"163","4","marie wells","3","last one"
"187","4","dennis anderson","1","last one"
"137","4","daniel kristensen","4","last one"
"127","4","lily fletcher","4","last one"
"173","4","victor christensen","1","last one"
"123","4","johanne mortensen","1","last one"
"55","4","annabelle brar","2","last one"
"239","4","valon leroy","4","last one"
"282","4","begüm karabulut","2","last one"
"57","4","عرشيا پارسا","2","last one"
"186","5","randy daniëls","1","last one"
"86","5","neil gregory","4","last one"
"236","5","shelly simmmons","4","last one"
"233","5","alyssa vidal","4","last one"
"83","5","vilma lampo","4","last one"
"3","5","hilário da luz","2","last one"
"225","5","oscar diaz","4","last one"
"13","5","onni manner","4","last one"
"293","5","olímpia da rosa","1","last one"
"109","5","luisa middelveld","1","last one"
"157","5","rebecca johnson","2","last one"
"156","5","alisa kotila","3","last one"
"285","5","اميرعلي قاسمی","3","last one"
"151","5","lene herb","1","last one"
"200","5","andrea olsen","2","last one"
"244","5","tanya mitchelle","4","last one"
"38","6","alexis gill","2","last one"
"184","6","luciano fernandez","4","last one"
"279","6","dorothe thormann","3","last one"
"280","6","marli rijkens","2","last one"
"119","6","melinda nguyen","4","last one"
"175","6","abílio campos","4","last one"
"16","6","norbert hau","4","last one"
"231","6","magnus christiansen","1","last one"
"114","6","adriana landro","4","last one"
"112","6","raquel aguilar","4","last one"
"221","6","ülkü poyrazoğlu","4","last one"
"222","6","maxime ross","4","last one"
"79","6","milan fernandez","3","last one"
"27","7","cléa fournier","4","last one"
